Symbol,Oclc symbol,Library type,Library type,Name,Web address,Street address,Postal address,Email,Main phone number,NZ int scheme member,Te Puna int member,IBS member,Status in NZ IL Scheme,Manager,Manager email,Interloan librarian,Phone interloan,Email interloan,Notes
WNUA,NZWNA,Special,Library,New Zealand Nurses' Organisation,https://www.nzno.org.nz/resources/library,"Level 3, Findex House
57 Willis Street
Wellington 6011
New Zealand","PO Box 2128
Wellington 6140
New Zealand",library@nzno.org.nz,+64 4 494 6398,true,true,false,Charter,,,Amanda Otzen,+64 4 494 6398,library@nzno.org.nz,
PEX,,Tertiary,Library,New Zealand School of Export,http://www.export.ac.nz,"Aokautere Park
75 Staces Road RD1
Palmerston North 4471
New Zealand","Aokautere Park
75 Staces Road
Palmerston North 4471
New Zealand",graeme@export.ac.nz,+64 6 356 5656 x701,false,false,false,TBA,Graeme Siddle,graeme@export.ac.nz,Graeme Siddle,+64 6 356 5656 x701,graeme@export.ac.nz,
CABC,NZABC,Special,Library,New Zealand Spinal Trust Resource Centre,https://www.nzspinaltrust.org.nz/i-need-information/resources/more-useful-resources/,"Burwood Hospital
300 Burwood Road
Christchurch 8083
New Zealand","Private Bag 4708
Christchurch
New Zealand",library.staff@nzspinaltrust.org.nz,+64 3 383 9484,true,true,true,Charter,Bernadette Cassidy,bernadette.cassidy@nzspinaltrust.org.nz,Bernadette Cassidy,+64 3 383 9484,bernadette.cassidy@nzspinaltrust.org.nz," A library resource centre in disability and rehabilitation located at Burwood Hospital, Christchurch."
WNZSO,WNZS,,Music hire,New Zealand Symphony Orchestra,http://www.nzso.co.nz,"NZSO Music Library - Alcatel-Lucent House
13-27 Manners Street
Wellington 6011
New Zealand","NZSO Music Library
Alcatel-Lucent House, 13-27 Manners Street, Level 8
Wellington 6011
New Zealand",music.library@nzso.co.nz,+64 4 801 3899,false,false,false,TBA,WNZSO Hire,music.library@nzso.co.nz,,,,"Contacts:  Mable Wong, mablew@nzso.org.nz,  ph 04 801 2043  Library Assistant, libassist@nzso.co.nz, ph 04 801 2043"
NZYC,NZYC,,Music hire,New Zealand Youth Choir,,"Level 4
26 Brandon Street
Wellington 6011
New Zealand","PO Box 25025
Wellington 6146
New Zealand",choirs@choirsnz.co.nz,+64 4 499 0692,false,false,false,TBA,NZYC Hire,choirs@choirsnz.co.nz,,,,"Operations Manager: Emma Dowdle, also Music Library enquiries, emma@choirsnz.co.nz, wk: +64 (0)4 499 0692 mob: +64 (0)21 171 8501"
WWA,NZWWA,Special,Library,Earth Sciences New Zealand (NIWA),http://www.niwa.co.nz/news-publications/library,"301 Evans Bay Parade
Greta Point
Wellington 6021
New Zealand","Private Bag 14901
Kilbirnie
Wellington 6241
New Zealand",library@niwa.co.nz,+64 4 3860300,true,true,true,Charter,Karen Lloyd,Karen.Lloyd@niwa.co.nz,Amy Drummond,,amy.drummond@niwa.co.nz,Last updated: 12/08/2025
WHM,NZWHM,Special,Library,"Te Whatu Ora - Health New Zealand, Te Tai Tokerau (Northland)",,"Hospital Road
Whangarei 110
New Zealand","Private Bag 9742
Whangarei 148
New Zealand",library@northlanddhb.org.nz,+64 9 430 4101 x 7251,true,true,true,Charter,Karen Goosen,Karen.Goosen@northlanddhb.org.nz,Interloans,+64 9 430 4101 x 7251,library@northlanddhb.org.nz,
WHCY,NZWHY,Tertiary,Library,Northland Polytechnic Limited (NorthTec),https://www.northtec.ac.nz/info/library,"51 Raumanga Valley Road
Whangarei 110
New Zealand","Private Bag 9019
Whangarei Mail Centre 148
New Zealand",library@northtec.ac.nz,+64 9 470 3790,true,true,true,Charter,Norma Hall,nhall@northtec.ac.nz,Interloans,+64 9 470 3790,library@northtec.ac.nz,
WNB,NWNB,,Music hire,Nota Bene,,"7 Corlett Road
Plimmerton
Porirua 5026
New Zealand","7 Corlett Road
Plimmerton
Porirua 5026
New Zealand",realmckoy@xtra.co.nz,+64 4 233 9365,false,false,false,TBA,WNB Hire,realmckoy@xtra.co.nz,,,,"Other contact details:  3B Cromarty Place, Papakowhai, Porirua 5024.  P: 04 237 0235  E:notabene@paradise.net.nz"
WHPT,,Special,Library,NZ Historic Places Trust,http://www.historic.org.nz,"63 Boulcott Street
Wellington 6011
New Zealand","PO Box 2629
Wellington
New Zealand",information@historic.org.nz,+64 4 472 4341,false,false,false,TBA,Elaine Marland,emarland@historic.org.nz,Elaine Marland,+64 4 472 4341,emarland@historic.org.nz,
ANZP,ANZP,,Music hire,NZ Pops Orchestra,www.newzealandpops.co.nz,"55 Everard Avenue
Army Bay
Whangaparaoa 930","55 Everard Avenue
Army Bay
Whangaparaoa 930",rita.Paczian@worldnet.co.nz,+64 9 428 7558,false,false,false,TBA,ANZP Hire,rita.Paczian@worldnet.co.nz,,,,
WTPL,NWTPL,Special,Library,NZ Transport Agency,http://www.nzta.govt.nz,"Level 1,
44 Bowen Street,
Pipitea,
Wellington 6011,
New Zealand","Level 1,
44 Bowen Street,
Pipitea,
Wellington 6141,
New Zealand",informationteam@nzta.govt.nz,+64 4 894 5400,true,true,true,Charter,Jamie Lowe,Jamie.Lowe@nzta.govt.nz,Interloan Operations,,informationteam@nzta.govt.nz,Last updated: 19/05/2025
WFLC,,Special,Library,Office of Film and Literature Classification,http://www.censorship.govt.nz,"BP House (4th Floor)
20 Customhouse Quay
Wellington 6011
New Zealand","PO Box 1999
Wellington
New Zealand",library@censorship.govt.nz,+64 4 471 6770,false,false,false,TBA,Kate Ward,library@censorship.govt.nz,,,,
WOM,NZWOM,Special,Library,Office of the Ombudsman,http://www.ombudsman.parliament.nz,"Level 8, Solnet House
70 The Terrace
Wellington 6011
New Zealand","PO Box 10 152
Wellington
New Zealand",IKM@ombudsman.parliament.nz,+64 4 473 9533,true,true,true,Non-charter,Helen Quaggin-Molloy,IKM@ombudsman.parliament.nz,Penny Cole,+64 4 462 7853,IKM@ombudsman.parliament.nz,Last updated: 4/07/2022.
WEDT,Z5P,Tertiary,Library,Open Polytechnic of New Zealand Limited,https://mylibrary.openpolytechnic.ac.nz/,"3 Cleary Street
Lower Hutt 5011
New Zealand","Private Bag 31 914
Lower Hutt 5040
New Zealand",library@openpolytechnic.ac.nz,+64 4 913 5300,true,true,true,Charter,Karen Hannay,karen.hannay@openpolytechnic.ac.nz,Leah Bruce,+64 4 913 5300,leah.bruce@openpolytechnic.ac.nz,
OPOP,NZOPO,Public,Library,Ōpōtiki District Library,https://ent.kotui.org.nz/client/en_AU/opotiki/,"101 Church Street
Opotiki 3122
New Zealand","PO Box 44
Opotiki 3162
New Zealand",library@odc.govt.nz,+64 7 315 6170<br />+64 27 807 3990,true,true,true,Charter,Julia Burrup,JuliaB@odc.govt.nz,Julia Burrup,+64 7 315 6170,JuliaB@odc.govt.nz,Last updated: 7/05/2025
TAOS,TAOS,,Music hire,Oriana Singers,,"Tauranga
New Zealand","Tauranga
New Zealand",,,false,false,false,TBA,,,,,,Other contact details:begesch@gmail.com
WORC,WORC,,Music hire,Orpheus Choir of Wellington,http://www.orpheuschoir.org.nz,"38 Ganges Road
Khandallah
Wellington 6035
New Zealand","PO Box 1306
Wellington 6140
New Zealand",orpheus.librarians@gmail.com,,false,false,false,TBA,WORC Hire,orpheus.librarians@gmail.com,,,,"Other contact details:  3a Crieff Street, Wellington 6012  Ph: 04 471 5687  Ph: 04 475 9493  E: sims@slingshot.co.nz"
OTG,NZOTG,Public,Library,Ōtorohanga District Library,https://www.otodc.govt.nz/our-district/library/,"27 Turongo Street
Ōtorohanga 3900
New Zealand","PO Box 11
Ōtorohanga 3940
New Zealand",library@otodc.govt.nz,+64 7 873 7175,true,true,true,Charter,Heather Taylor,heather@otodc.govt.nz,Interloans Contact,+64 7 873 7175,library@otodc.govt.nz,
NPHM,NZNPH,Tertiary,Library,Pacific International Hotel Management School,http://www.pihms.ac.nz,"Cnr Devon & Henwood Roads
Bell Block
New Plymouth 4372
New Zealand","Private Bag 2062
New Plymouth 4342
New Zealand",,+64 6 755 0025,true,true,true,Charter,,,,,,
APCS,APCS,,Music hire,Pakuranga Choral Society,www.pakchoralsociety.wordpress.com,"13 Allen Road
Mt Wellington
Auckland 1060
New Zealand","13 Allen Road
Mt Wellington
Auckland 1060
New Zealand",cummuskey@xtra.co.nz,+64 9 527 6126,false,false,false,TBA,APCS Hire,cummuskey@xtra.co.nz,,,,"Renate Cummuskey,13 Allen Road,Mt. Wellington, Auckland 1060. Email: cummuskey@xtra.co.nz.   Ph:  09 – 5276126  "
PNCS,PNCS,,Music hire,Palmerston North Choral Society,,"Palmerston North
New Zealand","Palmerston North
New Zealand",heatherm2.main@gmail.com,+64 21 1505383,false,false,false,TBA,PNCS Hire,heatherm2.main@gmail.com,,,,heatherm2.main@gmail.com  021 150 5383
PP,NZPPC,Public,Library,Palmerston North City Library,https://citylibrary.pncc.govt.nz/,"4-11 The Square
Palmerston North 4410
New Zealand","PO Box 1948
Palmerston North 4440
New Zealand",pncl@pncc.govt.nz,+64 6 351 4100,true,true,true,Charter,Linda Moore,linda.moore@pncc.govt.nz,Ruthie Alsop,06 3514100,ruthie.alsop@pncc.govt.nz,
PTS,,Special,Library,Palmerston North Theosophical Society Library,http://www.theosophy.org.nz/index.php/branches/north-island/palmerston-north,"304 Church Street
Palmerston North 4410
New Zealand","304 Church Street
Palmerston North 4410
New Zealand",pn@theosophy.org.nz,+64 6 353 2310,false,false,false,TBA,Anthea Cooper,antheaclement@gmail.com,Anthea Cooper,+64 6 353 2310,antheaclement@gmail.com,
WGA,NZWGA,Special,Library,Parliamentary Library,,"Secure Deliveries Parliament Buildings
1 Museum Street
Wellington 6011
New Zealand","Parliament Buildings
Private Bag 18041
Wellington 6160
New Zealand",library@parliament.govt.nz,+64 4 817 9888,true,true,true,Charter,Brent McIntyre,brent.mcintyre@parliament.govt.nz,Jessica Lilly,+64 4 817 9888,library@parliament.govt.nz,Last updated: 12/06/2025
APIE,,Special,Library,Pasifika Education Centre,http://www.pec.ac.nz,"Top Floor, Building 4
17 Lambie Drive
Papatoeote
Auckland 2014
New Zealand","Top Floor, Building 4
17 Lambie Drive
Auckland 2014
New Zealand",info@pec.ac.nz,+64 9 270 0684,false,false,false,TBA,Pauline Winter,info@pec.ac.nz,Pauline Winter,+64 9 270 0684,info@pec.ac.nz,
APDP,,Special,Library,Pattle Delamore Partners Ltd Library,http://www.pdp.co.nz,"Auckland
New Zealand","PO Box 9528
Newmarket Auckland 1149
New Zealand",library@pdp.co.nz,+64 9 523 6900,false,false,false,Non-charter,Rebecca Sutton,rebecca.sutton@pdp.co.nz,Rebecca Sutton,+64 9 523 6900,rebecca.sutton@pdp.co.nz,
WPHA,NZPHA,Special,Library,PHARMAC,http://www.pharmac.govt.nz,"Level 9, Simpl House
40 Mercer Street
Wellington 6011
New Zealand","Level 9, Simpl House
40 Mercer Street
Wellington
New Zealand",Library@Pharmac.govt.nz,+64 4 916 7552,true,true,true,Non-charter,Davina Carpenter,library@pharmac.govt.nz,Davina Carpenter,+64 4 916 7552,library@pharmac.govt.nz,
APSMC,APSM,,Music hire,Pitt St Methodist Church,,"78 Pitt Street
Auckland
New Zealand","Pitt St Methodist Church
78 Pitt St
Auckland
New Zealand",inverted_mordent@hotmail.com,+64 9 373 2869,false,false,false,TBA,APSMC Hire,inverted_mordent@hotmail.com,,,,"Contac:t Robert Howell,  inverted_mordent@hotmail.com"
POP,NZPOP,Public,Library,Porirua Public Library,https://porirualibrary.org.nz/,"Cnr Norrie & Parumoana Sts
Porirua 5022
New Zealand","PO Box 50 218
Porirua 5240
New Zealand",porirualibrary@poriruacity.govt.nz,+64 4 237 1533,true,true,true,Charter,Brian Anderson,Brian.Anderson@poriruacity.govt.nz,Jane Binns,+64 4 237 3578,Jane.Binns@poriruacity.govt.nz,Last updated: 21/12/2022
APRI,NZAPR,Special,Library,PricewaterhouseCoopers New Zealand,http://www.pwc.co.nz/,"15 Customs Street West,
Auckland 1010,
New Zealand","Private Bag 92162
Auckland 1142
New Zealand",lynda.j.drumm@pwc.com,+64 9 355 8000,false,false,false,TBA,Lynda Drumm,lynda.j.drumm@pwc.com,,,,Last updated: 14/04/2025
PVCT,PVCT,,Music hire,Prima Volta Charitable Trust,www.primavolta.co.nz,,,kiaora@findingvoices.org,+64 21 074 7070,false,false,false,TBA,PVCT Hire,kiaora@findingvoices.org,,,,Music Director: Jose Aparicio joseaparicio76@gmail.com +64210582278
WPROM,WPRO,,Music hire,Promethean Editions Ltd,http://www.promethean-editions.com,New Zealand,"PO Box 10143
The Terrace
Wellington 6143
New Zealand",info@promethean-editions.com,+64 4 473 5033,false,false,false,TBA,WPROM Hire,info@promethean-editions.com,,,,
NPP,Z0P,Public,Library,Puke Ariki - New Plymouth District Libraries,http://www.pukeariki.com/,"1 Ariki Street
New Plymouth 4310
New Zealand","Private Bag 2025
New Plymouth 4342
New Zealand",library@npdc.govt.nz,+64 6 759 6060,true,true,true,Charter,Angela Jowitt,angela.jowitt@npdc.govt.nz,Interloans,+64 6 759 6060,interloans@npdc.govt.nz,
ROQM,,Special,Library,QE Health,http://www.qehealth.co.nz,"1073 Whakaue Street
Rotorua 3010
New Zealand","PO Box 1342
Rotorua 3040
New Zealand",library@qehealth.co.nz,+64 7 348 0189,true,false,false,Non-charter,Geraldine Wihapi,library@qehealth.co.nz,Geraldine Wihapi,+64 7 348 0189,library@qehealth.co.nz,
QP,NZQQP,Public,Library,Queenstown Lakes District Library,https://qldclibraries.govt.nz/,"10 Gorge Road,
Queenstown 9300,
New Zealand","10 Gorge Road,
Queenstown 9300,
New Zealand",sue.gwilliam@qldc.govt.nz,+64 3 441 0499,true,true,true,Charter,Sue Gwilliam,sue.gwilliam@qldc.govt.nz,Lili Owen,+64 3 450 0370,lili.owen@qldc.govt.nz,Last updated: 11/09/2024
QRC,NZQRC,Tertiary,Library,Queenstown Resort College,http://www.queenstownresortcollege.com,"QRC House, Level 2
Queenstown 9348
New Zealand","PO Box 1566
Queenstown 9348
New Zealand",library@qrc.ac.nz,+64 3 409 0500,false,false,false,TBA,Library Manager,library@qrc.ac.nz,,,,
WB,NZWBB,Special,Library,Radio New Zealand Ltd,,"Radio New Zealand House
155 The Terrace
Wellington 6011
New Zealand","PO Box 123
Wellington 6140
New Zealand",Infofind@rnz.co.nz,+64 4 474 1407,true,true,true,Charter,Melanie Stassen,melanie.stassen@rnz.co.nz,,,,
MAP,NZRNG,Public,Library,Rangitīkei District Council Libraries,https://www.rangitikei.govt.nz/library/,"31 High Street
Marton 4710
New Zealand","Private Bag 1102
Marton 4710
New Zealand",martlib@rangitikei.govt.nz,+64 6 327 0080,true,true,true,Charter,Raewyn Timmins,raewyn.timmins@rangitikei.govt.nz,Matina Sefilino,+64 6 327 0080,Matina.Sefilino@rangitikei.govt.nz,"Rangitikei District Council operates public libraries in Bulls, Marton and Taihape; and supports community libraries in Hunterville, Mangaweka and Kawhatau. <br />Last updated: 25/09/2024"
WRES,,Special,Library,Research New Zealand,http://www.researchnz.com,"Level 7, Forsyth Barr House
45 Johnston Street
Wellington 6011
New Zealand","PO Box 10 617
Wellington 6143
New Zealand",debbie.cossar@researchnz.com,+64 4 462 6434,true,false,false,TBA,Debbie Cossar,debbie.cossar@researchnz.com,Debbie Cossar,+64 4 462 6434,debbie.cossar@researchnz.com,
WRB,NZWRB,Special,Library,Reserve Bank of New Zealand,https://www.rbnz.govt.nz/,"2 The Terrace
Wellington 6011
New Zealand","PO Box 2498
Wellington 6140
New Zealand",Knowledge.Centre@rbnz.govt.nz,+64  4 471 3752,true,true,true,Charter,Joanna Adkins,Joanna.Adkins@rbnz.govt.nz,Bradley Rose,+64 4 471 3752,knowledge.centre@rbnz.govt.nz,Last updated: 27/06/2023.
CRIS,CRIS,,Music hire,Risingholme Orchestra,http://www.risingholmeorchestra.co.nz,"12 Lionel Street
Christchurch 8061
New Zealand","12 Lionel Street
Christchurch 8061
New Zealand",Lsorensendvm@hotmail.com,6433896999,false,false,false,TBA,CRIS Hire,Lsorensendvm@hotmail.com,,,,
WAIPR,WAIP,,Music hire,Rosetown Choristers,,"66 Dalton Avenue
Te Awamutu 3800
New Zealand","66 Dalton Avenue
Te Awamutu 3800
New Zealand",chrisrobin@xtra.co.nz,+64 7 8713811,false,false,false,TBA,Robin Astridge,chrisrobin@xtra.co.nz,Marcia Bayley,+64 7 8713811,candmbayley@farmside.co.nz,"Marcia Bayley,  66 Veda Lane,  Te Awamutu    Robin Astridge,  517 Puniu Road,  Te Awamutu"
ROCC,ROCC,,Music hire,Rotorua District Choir,,"4 Jarmey Place
Rotorua
New Zealand","PO Box 12099
Rotorua 3040
New Zealand",mar-bet@xtra.co.nz,+64 7 348 6477,false,false,false,TBA,ROCC Hire,mar-bet@xtra.co.nz,,,,"Primary contact: Margaret Callaghan, mar-bet@xtra.co.nz Martyn Heath (Conductor/Committee) 4 Blackmore Drive, Lynmore, Rotorua 3010 ph 027 555 1945, heathfam@xtra.co.nz       "
ROP,NZROP,Public,Library,Rotorua Library Te Aka Mauri,http://www.rotorualibrary.govt.nz,"1127 Haupapa Street
Rotorua 3010
New Zealand","Private Bag 3029
Rotorua Mail Centre
Rotorua 3046
New Zealand",library@rotorualc.nz,+64 7 3484177,true,true,true,Charter,Julianne Wilkinson,julianne.wilkinson@rotorualc.nz,Interloans,+64 7 3484177,library@rotorualc.nz,
WPOL,NZWPL,Special,Library,New Zealand Police Knowledge & Information Services,,"Papakowhai Road
Papakowhai
Porirua 5024
New Zealand","Private Bag 50 906
Papakowhai
Porirua 5024
New Zealand",library@police.govt.nz,+64 4 238 3130,true,true,true,Charter,Jo Rusk,library@police.govt.nz,Jo Rusk,+64 4 238 3130,library@police.govt.nz,
WRSCM,WRSC,,Music hire,Royal School of Church Music,rscmnz.awardspace.com,"RSCM NZ Librarian
C/- Wellington Cathedral of St Paul
Wellington 6011
New Zealand","C/o Wellington Cathedral of St Paul
PO Box 12044
Wellington 6144
New Zealand",librarian@rscmnz.org.nz,+64 3 337 3374,false,false,false,TBA,WRSCM Hire,librarian@rscmnz.org.nz,,,,
TMP,NZTMP,Public,Library,Ruapehu District Libraries,http://www.ruapehudc.govt.nz/Site/A_-_Z_Index/Library_Services.ashx,"59-63 Huia Street
Taumarunui 3920","59-63 Huia Street
Taumarunui 3920",info@ruapehudc.govt.nz,+64 7 895 7538,true,true,true,Charter,Fiona Thomas,fiona.thomas@ruapehudc.govt.nz,Fiona Thomas,+64 7 895 7538,fiona.thomas@ruapehudc.govt.nz,
ARU,NZARU,Special,Library,Russell McVeagh (Akl),,"48 Shortland Street
Auckland 1010
New Zealand","PO Box 8
Auckland 1140
New Zealand",serena.derrick@russellmcveagh.com,+64 9 367 8000,true,true,false,Non-charter,Serena Derrick,serena.derrick@russellmcveagh.com,Serena Derrick,+64 9 367 8000,serena.derrick@russellmcveagh.com,
WRU,NZWRU,Special,Library,Russell McVeagh (Wn),http://www.russellmcveagh.com,"157 Lambton Quay
Wellington 6011
New Zealand","PO Box 10214
Wellington 6143
New Zealand",Rowena.Hopkins@russellmcveagh.com,04-4999555,true,true,false,Non-charter,Rowena Hopkins,Rowena.Hopkins@russellmcveagh.com,Rowena Hopkins,04-4999555,Rowena.Hopkins@russellmcveagh.com,
ASAFE,,Special,Library,Safekids New Zealand,http://www.safekids.nz/Information-and-research,"5th Floor, Cornwall Complex
40 Claude Street
Auckland 1023
New Zealand","P O Box 26488
Epsom
Auckland 1344
New Zealand",hwestwick@adhb.govt.nz,+64 9 631 0724,false,false,false,TBA,Helena Westwick,hwestwick@adhb.govt.nz,Helena Westwick,+64 9 631 0724,hwestwick@adhb.govt.nz,Safekids New Zealand is a service of Starship Children's Health and is mainly funded by the Ministry of Health. The subject focus of the Safekids Information and Resource Centre is the prevention of unintentional death and injury to children 0-14 years.
SCC,SCCA,,Music hire,Schola Cantorum,,"Christchurch
New Zealand","Christchurch
New Zealand",scholacan@gmail.com,,false,false,false,TBA,SCC Hire,jogier49@gmail.com,,,,
SELP,NSELP,Public,Library,Selwyn Library,http://selwyn.kotui.org.nz,"1 South Terrace
Darfield 7510
New Zealand","Selwyn Libraries
1 South Terrace
Darfield 7510
New Zealand",selwyn.library@selwyn.govt.nz,+64 3 318 7780,true,true,true,Charter,Trina Schuster,trina.schuster@selwyn.govt.nz,Nicola Dance,+64 3 318 7780,nicola.dance@selwyn.govt.nz,
NPST,,Special,Library,Shell Todd Oil Services Ltd,http://www.stos.co.nz,"167 Devon Street West
New Plymouth
New Zealand","Private Bag 2035
New Plymouth
New Zealand",raewyn.hope@stos.co.nz,+64 6 757 7331,false,false,false,TBA,Raewyn Hope,raewyn.hope@stos.co.nz,Raewyn Hope,+64 6 757 7331,raewyn.hope@stos.co.nz,
WSG,NZWSG,Special,Library,Simpson Grierson Wellington Research Service,http://www.simpsongrierson.com,"Level 5,
40 Bowen Street,
Pipitea,
Wellington 6011,
New Zealand","PO Box 2402,
Wellington 6140,
New Zealand",research.services@simpsongrierson.com,+64 4 499 4599,true,true,true,Charter,Dirk Anderson,dirk.anderson@simpsongrierson.com,Dirk Anderson,+64 4 499 4599,dirk.anderson@simpsongrierson.com,
ASCS,ASCS,,Music hire,South Auckland Choral Society,www.southaucklandchoral.co.nz,"5 Hiwinui Rd
RD3 Drury
Auckland 2579
New Zealand","5 Hiwinui Rd
RD3 Drury
Auckland 2579
New Zealand",maggiquin@xtra.co.nz,09 294 7979,false,false,false,TBA,Maggie Quinlan,maggiquin@xtra.co.nz,,,,"Other contact details:  Treasurer – Peter O’Brien 09 298 6419/ 027 4941973, 98/49 Pararekau Rd., Auckland 2580  peter@obriens.nz"
CSBC,CSBC,,Music hire,South Brighton Choral Society,http://www.nzcf.org.nz/regions.php?choirid=53,"324 Pine Avenue
Christchurch 8062
New Zealand","324 Pine Avenue
New Brighton
Christchurch 8062
New Zealand",helenevz@xtra.co.nz,+64 3 388 5456,false,false,false,TBA,CSBC Hire,helenevz@xtra.co.nz,,,,"President: Carol Smith ph 382 5099 ph 027 244 6051  Secretary: Helen Buxton ph 03 388 5456, 324 Pine Avenue, South Brighton, Christchurch, 8062"
TM,NZSCD,Special,Library,"Te Whatu Ora - Health New Zealand, South Canterbury Library",http://www.scdhb.health.nz,New Zealand,"Private Bag 911
Timaru 7940
New Zealand",library@scdhb.health.nz,+64 3 687 2396,true,true,true,Charter,Bronwyn Fleming,library@scdhb.health.nz,Bronwyn Fleming,+64 3 687 2396,library@scdhb.health.nz,Library staffed 9.00-2.00 Mon-Thurs.
HWP,NZHWP,Public,Library,South Taranaki District Libraries,http://www.southtaranaki.com/Live/LibraryPlus/,"46 High Street
Hawera 4610
New Zealand","Private Bag 902
Hawera 4640
New Zealand",HaweraLibrary2@stdc.govt.nz,0800 111 323,true,true,true,Charter,Cath Sheard,cath.sheard@stdc.govt.nz,Maria Brewerton,0800 111 323,maria.brewerton@stdc.govt.nz,
TOP,NZTOP,Public,Library,South Waikato District Libraries,http://southwaikato.kotui.org.nz,"211 Leith Place,
Tokoroa 3420,
New Zealand","PO Box 245,
Tokoroa 3444,
New Zealand",library.info@southwaikato.govt.nz,+64 7 886 6574,true,true,true,Charter,Julie Clausen,julie.clausen@southwaikato.govt.nz,Maria Johnston,+64 7 886 6574,maria.johnston@southwaikato.govt.nz,Last updated: 29/11/2024
MTP,NZMTP,Public,Library,South Wairarapa District Libraries,https://www.wls.org.nz/,"6 Kitchener Street
Martinborough 5711
New Zealand","6 Kitchener Street
Martinborough 5711
New Zealand",martinborough@swdc.govt.nz,+64 6 306 9758,true,true,true,TBA,Ali Te Pohe,ali@wls.org.nz,Interloans Contact,+64 6 306 9758,martinborough@swdc.govt.nz,
DSCV,DSCV,,Music hire,Southern Consort of Voices,http://www.southernconsort.org.nz,"18 Charlotte St
Roslyn
Dunedin 9010
New Zealand","18 Charlotte St
Roslyn
Dunedin 9010
New Zealand",dkelly@kavanagh.school.nz,+64 3 479 0033,false,false,false,TBA,DSCV Hire,dkelly@kavanagh.school.nz,,,,Director: Daniel Kelly
SM,NZZIM,Special,Library,"Te Whatu Ora - Health New Zealand, Southern Library",http://www.southerndhb.govt.nz,"Interloans, Library
Kew Road
Invercargill 9812
New Zealand","PO Box 828
Invercargill 9840
New Zealand",merrin.brewster@southerndhb.govt.nz,+64 3 470 9676,true,true,true,Charter,Merrin Brewster,merrin.brewster@southerndhb.govt.nz,Barry O'Callaghan,+64 3 470 9676,barry.ocallaghan@southerndhb.govt.nz,
IPY,NZIPY,Tertiary,Library,Southern Institute of Technology Limited,https://catalog.sit.ac.nz/liberty/libraryHome.do,"133 Tay Street
Invercargill 9810
New Zealand","Private Bag 90114
Invercargill 9810
New Zealand",library@sit.ac.nz,+64 3 2112699 ext 8836,true,true,true,Charter,Cat Smart,cat.smart@sit.ac.nz,Denise Grant,+64 3 2112699 ext 8836,denise.grant@sit.ac.nz,
WISP,NWISP,Public,Library,Southland District Libraries,https://ent.kotui.org.nz/client/en_AU/southland/,"1 Wemyss Street,
Winton 9720,
New Zealand","1 Wemyss Street,
Winton 9720,
New Zealand",library@southlanddc.govt.nz,0800 732 542,true,true,true,Charter,Paula Woods,paula.woods@southlanddc.govt.nz,Belinda Forde,,interloans@southlanddc.govt.nz,Don't lend materials less than 6 months old. <br />Last updated: 21/03/2025
CSB,NCSB,,Music hire,St Barnabas' Anglican Church,http://www.stbarnabas.org.nz/,"8 Tui Street
Fendalton
Christchurch 8041
New Zealand","8 Tui Street
Fendalton
Christchurch 8041
New Zealand",,6433434074,false,false,false,TBA,,,,,,Church Office (Mon-Fri 9am–3pm) phone +64 3 351 7064   Church Email: stbarnabas@xtra.co.nz
ASPC,,,Music hire,St Patrick's Cathedral,http://www.stpatricks.org.nz,"43 Wyndham Street
Auckland 1010
New Zealand","43 Wyndham Street
Auckland 1010
New Zealand",info@stpatricks.org.nz,+64 9 303 4509,false,false,false,TBA,ASPC Hire,info@stpatricks.org.nz,,,,Other main phone:  +64 9 445 4208
WPS,,Special,Library,Public Service Commission,http://www.ssc.govt.nz,"Level 10, Reserve Bank 
2 The Terrace
Wellington 6011
New Zealand","PO Box 329
Wellington 6140
New Zealand",simon.catterall@ssc.govt.nz,+64 215 36570,true,false,false,Non-charter,Simon Catterall,simon.catterall@ssc.govt.nz,Simon Catterall,+64 215 36570,simon.catterall@ssc.govt.nz,
WCE,NZWCE,Special,Library,Statistics New Zealand,,"8 Willis St | Courier Delivery: 84 Boulcott Street - Level 5 entrance
Wellington 6011
New Zealand","PO Box 2922
Wellington 6140
New Zealand",library@stats.govt.nz,+64 4 931 4600,true,true,true,Charter,Janice Keys,janice.keys@stats.govt.nz,Interloans Contact,+64 4 931 4600,library@stats.govt.nz,Last updated: 11/08/2022
SP,NZZSP,Public,Library,Stratford & District Centennial Library,https://www.stratford.govt.nz/our-district/stratford-district-library-and-visitor-information-centre/library,"Prospero Place
Stratford 4332
New Zealand","PO Box 320
Stratford 4352
New Zealand",library@stratford.govt.nz,+64 6 765 5403,true,true,true,Charter,Bridget Roper,broper@stratford.govt.nz,Interloans,+64 6 765 5403,library@stratford.govt.nz,
STC,SUTO,,Music hire,Supertonic,www.supertonic.org.nz,New Zealand,"Wellington
New Zealand",info@supertonic.org.nz,+64 27 631 3369,false,false,false,TBA,Natalie Williams,info@supertonic.org.nz,,,,
WSC,NZWSC,Special,Library,Supreme Court of New Zealand Library,http://www.courtsofnz.govt.nz,"Supreme Court of New Zealand
85 Lambton Quay
Wellington 6011
New Zealand","PO Box 61
Wellington 6140
New Zealand",supremecourtlibrary@courts.govt.nz,+64 4 918 8222,true,false,false,Non-charter,Amelia De Lorenzo,Amelia.DeLorenzo@courts.govt.nz,Amelia De Lorenzo,+64 4 918 8222,Amelia.DeLorenzo@courts.govt.nz,
